region,mapped_ift_class,squares,bulk_up_forecast,z3,forecast_area,reference_area,parcel_area_tot,r,group1,group2,group3,group,ownership,country
SELE,WOODLANDEDGE,615,381.16640581,32328.177575,355525.34,212088.8413,232.32139091,0.0010721216,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
EE,BROADLEAF,264,1831.0487588,369523.98516,99430.68,110343.8538,147.47547721,0.0184153297,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
EE,CONIFER,96,3539.8960374,640971.31921,19191.31,31490.6548,40.542071033,0.1844530695,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
EE,TRANSITION,39,251.153439,16973.795665,9239.04,10382.74294,13.643373194,0.0271839324,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
EE,UNCERTAIN,11,0,0,4041.67,4008.249849,5.3530512103,0,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
EE,WOODLANDEDGE,271,1600.0138467,583001.37685,216497.85,106531.8915,118.01702626,0.0073904376,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,England
NS,BROADLEAF,87,61.056498677,2030.9753904,24903.91,34727.81637,49.677016569,0.0024516832,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NS,CONIFER,187,4867.0606751,1803929.7473,55335.46,83192.06935,125.57016695,0.0879555474,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NS,TRANSITION,174,3742.377991,482703.19474,50305.13,51448.24894,108.04596308,0.0743935656,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NS,UNCERTAIN,76,701.28929269,261010.58002,37024.51,41236.77314,46.928814849,0.0189412174,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NS,WOODLANDEDGE,202,4547.4318968,8825916.6419,94853.67,84132.08068,59.566637403,0.0479415493,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
WS,BROADLEAF,161,24.387883135,339.4307566,53674.49,73147.96956,84.542120093,0.0004543664,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
WS,CONIFER,275,13193.795619,5123722.9383,83368.63,130124.569,188.20367055,0.1582585155,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
WS,TRANSITION,218,8854.406296,622857.78527,60411.16,56573.37256,135.04384478,0.1465690494,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
WS,UNCERTAIN,97,897.60730476,208434.32996,39573.4,44395.01352,58.851273069,0.0226820871,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
WS,WOODLANDEDGE,284,975.11761437,70201.405467,134316.33,117252.6033,78.262312695,0.007259859,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NES,BROADLEAF,129,14.47918349,76.619381588,34221.73,46554.6259,62.660277765,0.0004230991,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NES,CONIFER,303,5326.8549144,1988471.4212,89598.4,125440.7248,203.61959615,0.0594525674,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NES,TRANSITION,165,2764.4909616,233481.27261,35992.78,42636.63143,81.09944303,0.0768068196,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NES,UNCERTAIN,59,0,0,22360.24,25781.20449,35.524681667,0,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
NES,WOODLANDEDGE,286,1014.1679629,242714.49534,123317.87,97525.14599,98.83408702,0.0082240146,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
ES,BROADLEAF,120,590.50740375,139659.72633,30977.69,39808.04355,60.145925102,0.0190623447,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
ES,CONIFER,154,3048.6755691,1190567.586,41505.96,60496.57716,95.938025075,0.0734515132,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
ES,TRANSITION,88,1919.0264095,203498.82215,27384.78,26745.22843,51.826003853,0.0700763858,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
ES,UNCERTAIN,27,0,0,12923.6,13743.11271,11.305975657,0,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
ES,WOODLANDEDGE,179,82.179557182,956.47337269,99797.09,65808.24531,57.834157499,0.0008234665,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
SS,BROADLEAF,212,1305.6446522,245137.92305,57573.23,72610.85111,99.084651162,0.0226779816,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
SS,CONIFER,422,10242.830299,4771514.8896,104144.43,179414.8627,271.83595001,0.0983521663,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
SS,TRANSITION,408,15842.660224,1260303.082,108395.86,92650.34678,278.19895641,0.146155584,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
SS,UNCERTAIN,74,261.77098683,2979.1808983,29437.74,28394.22786,28.444862804,0.0088923602,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
SS,WOODLANDEDGE,444,602.72163343,24895.749894,256331.78,165068.7472,161.1910409,0.002351334,Group1: Non-native,Group2: 3 Storeys,No group3,"Group1: Non-native                                     , Group2: 3 Storeys                                                                    , No group3",PS,Scotland
W,BROADLEAF,451,2116.5263162,366786.60148,114691.03,134642.2473,217.41872087,0.0184541574,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Wales
W,CONIFER,235,5125.7309798,1306155.1414,37630.57,79520.87103,112.63973698,0.1362118878,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Wales
W,TRANSITION,181,3353.5485822,147454.83844,33571.9,33248.72398,95.955222902,0.0998915338,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Wales
W,UNCERTAIN,20,0,0,7169.42,7274.634152,4.5759661263,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Wales
W,WOODLANDEDGE,553,557.35786357,36884.187217,290366.01,164622.2119,219.29803714,0.0019195011,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Wales
NWE,BROADLEAF,189,1469.2847114,259451.17472,61730.14,68325.6599,99.870678189,0.0238017395,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NWE,CONIFER,77,2234.8563522,518455.66685,16679.88,30498.80345,42.27366051,0.1339851577,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NWE,TRANSITION,69,89.473253392,1710.6471031,14224.52,14567.22272,37.646051736,0.0062900719,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NWE,UNCERTAIN,18,0,0,5690.3,5640.260524,9.2259416103,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NWE,WOODLANDEDGE,222,1258.7204555,538300.97441,154885.77,77597.38074,86.429796794,0.0081267663,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NEE,BROADLEAF,104,656.59710655,52589.874418,27090.25,32353.68799,44.417612658,0.0242373956,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NEE,CONIFER,89,4719.7068233,1625624.2776,21977.72,34907.53584,50.452687076,0.2147496111,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NEE,TRANSITION,65,540.26322553,27169.558608,14163.31,13933.41442,36.116294897,0.0381452659,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NEE,UNCERTAIN,16,7.3079874732,13.005267996,4476.3,4630.655166,8.2479123049,0.0016325956,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NEE,WOODLANDEDGE,155,191.98949552,16780.873732,94929.48,50936.93793,66.447463981,0.0020224433,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
YHE,BROADLEAF,182,3318.766725,679633.78389,62964.61,70485.73277,95.950337222,0.0527084457,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
YHE,CONIFER,96,3891.1692934,686079.17644,20619.41,34268.03197,40.718961229,0.1887139008,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
YHE,TRANSITION,47,653.00717837,119955.4306,11051.57,13954.3172,22.60472507,0.059087277,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
YHE,UNCERTAIN,16,0,0,5169.53,5006.792387,6.8789956035,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
YHE,WOODLANDEDGE,203,101.10555794,1576.1074244,152217.72,77702.78565,83.972792841,0.0006642167,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
WME,BROADLEAF,205,1379.5984977,411788.98027,75887.52,87439.1785,107.60911014,0.0181795175,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
WME,CONIFER,81,2443.4730693,767074.05122,17750.17,31230.25651,39.671958205,0.1376591362,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
WME,TRANSITION,39,72.785472173,2085.2769758,9321.31,12768.41843,16.421103368,0.0078085025,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
WME,UNCERTAIN,17,3.784666205,5.7970896758,3992.13,4282.056362,7.996566279,0.0009480318,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
WME,WOODLANDEDGE,208,60.596147354,2541.747951,170754.97,85096.47943,92.736311731,0.0003548719,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EME,BROADLEAF,209,3054.281366,741325.71399,61068.86,68251.43405,121.67498314,0.0500137282,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EME,CONIFER,57,2278.4630321,454595.95013,11977.4,21145.39866,25.259029536,0.1902301862,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EME,TRANSITION,39,122.2551009,9277.9566092,8423.06,11967.58864,20.66479866,0.0145143334,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EME,UNCERTAIN,13,0,0,3457.13,3559.823207,3.7817899199,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EME,WOODLANDEDGE,194,67.990454348,897.20967802,140575.74,68139.339,77.367101009,0.0004836571,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SWE,BROADLEAF,555,1968.3423039,352865.73314,159855.04,184369.9146,303.83908188,0.0123132952,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SWE,CONIFER,207,4014.3486094,539475.6263,36836.68,66775.65009,91.505922804,0.1089769385,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SWE,TRANSITION,104,1310.7613483,125352.47605,19724.25,27786.07458,40.671380641,0.0664543062,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SWE,UNCERTAIN,23,0.1861919636,0.0146292091,5758.65,7351.84678,6.9604789334,0.0000323326,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SWE,WOODLANDEDGE,524,316.45826765,14627.440283,326116.28,176036.0266,208.40808465,0.0009703848,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SELE,BROADLEAF,767,3825.945195,880568.47666,229553.93,262418.9076,448.66735417,0.0166668686,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SELE,CONIFER,232,7777.586802,1397993.8703,41034.21,75876.57266,116.77115534,0.1895390895,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SELE,TRANSITION,91,1909.8246548,131094.87342,18086.25,21801.509,34.396195185,0.1055953918,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SELE,UNCERTAIN,14,0,0,4579.88,5305.766622,7.3554540933,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
SELE,WOODLANDEDGE,615,105.44046925,2273.9114832,355525.34,212088.8413,232.32139091,0.0002965765,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EE,BROADLEAF,264,3349.4780643,712201.89746,99430.68,110343.8538,147.47547721,0.033686565,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EE,CONIFER,96,3824.6510787,719371.59637,19191.31,31490.6548,40.542071033,0.1992907769,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EE,TRANSITION,39,459.50333212,21736.319317,9239.04,10382.74294,13.643373194,0.0497349651,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EE,UNCERTAIN,11,0,0,4041.67,4008.249849,5.3530512103,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
EE,WOODLANDEDGE,271,576.42132439,102980.77163,216497.85,106531.8915,118.01702626,0.0026624806,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,England
NS,BROADLEAF,87,29.365715302,499.00650443,24903.91,34727.81637,49.677016569,0.0011791608,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NS,CONIFER,187,4324.7254887,1490085.8671,55335.46,83192.06935,125.57016695,0.0781546858,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NS,TRANSITION,174,3874.990977,522855.08681,50305.13,51448.24894,108.04596308,0.0770297379,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NS,UNCERTAIN,76,543.15673612,82946.164227,37024.51,41236.77314,46.928814849,0.0146701938,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NS,WOODLANDEDGE,202,455.47750351,24691.51235,94853.67,84132.08068,59.566637403,0.0048018965,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
WS,BROADLEAF,161,121.25694003,12431.898927,53674.49,73147.96956,84.542120093,0.0022591168,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
WS,CONIFER,275,4045.4102023,1768459.1761,83368.63,130124.569,188.20367055,0.0485243694,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
WS,TRANSITION,218,1741.2126235,123188.94127,60411.16,56573.37256,135.04384478,0.0288226981,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
WS,UNCERTAIN,97,0,0,39573.4,44395.01352,58.851273069,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
WS,WOODLANDEDGE,284,150.43624143,4182.0520578,134316.33,117252.6033,78.262312695,0.0011200145,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NES,BROADLEAF,129,368.77892329,74227.490088,34221.73,46554.6259,62.660277765,0.0107761625,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NES,CONIFER,303,7357.3580129,2892285.4969,89598.4,125440.7248,203.61959615,0.082114837,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NES,TRANSITION,165,3484.3460552,260112.30925,35992.78,42636.63143,81.09944303,0.0968068056,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NES,UNCERTAIN,59,2.1740259882,1.2607921472,22360.24,25781.20449,35.524681667,0.0000972273,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
NES,WOODLANDEDGE,286,271.92874036,8858.5584073,123317.87,97525.14599,98.83408702,0.0022051041,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
ES,BROADLEAF,120,16.699839294,229.99885137,30977.69,39808.04355,60.145925102,0.0005390925,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
ES,CONIFER,154,1993.6713051,650073.64489,41505.96,60496.57716,95.938025075,0.0480333741,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
ES,TRANSITION,88,612.99154452,28149.578561,27384.78,26745.22843,51.826003853,0.0223843881,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
ES,UNCERTAIN,27,0,0,12923.6,13743.11271,11.305975657,0,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
ES,WOODLANDEDGE,179,493.43667542,127913.22849,99797.09,65808.24531,57.834157499,0.0049443994,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
SS,BROADLEAF,212,373.6875817,33011.398335,57573.23,72610.85111,99.084651162,0.0064906482,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
SS,CONIFER,422,4155.0157438,2204294.778,104144.43,179414.8627,271.83595001,0.039896668,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
SS,TRANSITION,408,2787.7168358,266025.3394,108395.86,92650.34678,278.19895641,0.0257179272,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
SS,UNCERTAIN,74,11.0433424,16.105115311,29437.74,28394.22786,28.444862804,0.0003751423,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
SS,WOODLANDEDGE,444,397.57580213,42995.150512,256331.78,165068.7472,161.1910409,0.0015510203,Group1: Non-native,Group2: 4 Storeys,No group3,"Group1: Non-native                                     , Group2: 4 Storeys                                                                    , No group3",PS,Scotland
W,BROADLEAF,451,695.23408855,74511.055778,114691.03,134642.2473,217.41872087,0.0060618,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,Wales
W,CONIFER,235,4482.9605023,1304933.2826,37630.57,79520.87103,112.63973698,0.1191308158,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,Wales
W,TRANSITION,181,1231.5725884,74616.475499,33571.9,33248.72398,95.955222902,0.0366846258,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,Wales
W,UNCERTAIN,20,0,0,7169.42,7274.634152,4.5759661263,0,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,Wales
W,WOODLANDEDGE,553,135.79891202,8472.4401483,290366.01,164622.2119,219.29803714,0.0004676818,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,Wales
NWE,BROADLEAF,189,117.90842189,5572.8481439,61730.14,68325.6599,99.870678189,0.0019100624,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NWE,CONIFER,77,1940.9112181,639497.05081,16679.88,30498.80345,42.27366051,0.116362421,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NWE,TRANSITION,69,311.22741398,34317.375057,14224.52,14567.22272,37.646051736,0.0218796426,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NWE,UNCERTAIN,18,0,0,5690.3,5640.260524,9.2259416103,0,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NWE,WOODLANDEDGE,222,100.58758547,4325.788376,154885.77,77597.38074,86.429796794,0.0006494308,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NEE,BROADLEAF,104,502.08329034,79226.738572,27090.25,32353.68799,44.417612658,0.0185337267,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NEE,CONIFER,89,1488.8593763,459235.98087,21977.72,34907.53584,50.452687076,0.0677440324,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NEE,TRANSITION,65,278.928022,29340.195663,14163.31,13933.41442,36.116294897,0.0196937031,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NEE,UNCERTAIN,16,0,0,4476.3,4630.655166,8.2479123049,0,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
NEE,WOODLANDEDGE,155,164.41719024,20148.557493,94929.48,50936.93793,66.447463981,0.001731993,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
YHE,BROADLEAF,182,1433.1462644,304580.20725,62964.61,70485.73277,95.950337222,0.0227611394,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
YHE,CONIFER,96,1205.5856854,191491.18923,20619.41,34268.03197,40.718961229,0.058468486,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
YHE,TRANSITION,47,121.63201323,7044.4954965,11051.57,13954.3172,22.60472507,0.0110058583,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
YHE,UNCERTAIN,16,0,0,5169.53,5006.792387,6.8789956035,0,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
YHE,WOODLANDEDGE,203,2.9749156601,3.5641245914,152217.72,77702.78565,83.972792841,0.0000195438,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
WME,BROADLEAF,205,1237.431352,272474.57007,75887.52,87439.1785,107.60911014,0.0163061245,Group1: Non-native,Group2: 5 Storeys,No group3,"Group1: Non-native                                     , Group2: 5 Storeys                                                                    , No group3",PS,England
