region,mapped_ift_class,squares,bulk_up_forecast,z3,forecast_area,reference_area,parcel_area_tot,r,group1,group2,group3,group,ownership,country
WS,CONIFER,238,0,0,76837.54,122906.652,165.086629,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
WS,TRANSITION,224,0,0,60801.15,61029.90003,148.55236388,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
WS,UNCERTAIN,26,0,0,9044.84,9531.90709,18.949623483,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
WS,WOODLANDEDGE,104,0,0,23072.18,46005.38403,20.478182869,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
NES,BROADLEAF,8,0,0,1103.17,2752.126459,1.8240824034,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
NES,CONIFER,141,0,0,39640.58,53586.94976,103.49820578,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
NES,TRANSITION,96,0,0,19149.44,24063.9375,57.051641237,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
NES,UNCERTAIN,7,0,0,1151.77,1823.86524,0.8168314809,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
NES,WOODLANDEDGE,34,0,0,4089.09,12408.52504,5.9871270096,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
ES,BROADLEAF,13,0,0,1518.18,3554.370996,3.725404969,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
ES,CONIFER,74,0,0,18448.57,30707.90232,53.288429143,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
ES,TRANSITION,43,0,0,9042.66,9425.438608,19.709346744,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
ES,UNCERTAIN,1,0,,548,1093.494797,0.8227184563,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
ES,WOODLANDEDGE,25,0,0,2524.37,8256.083683,5.0540570031,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
SS,BROADLEAF,18,0,0,2857.29,5782.935924,7.4200421281,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
SS,CONIFER,230,0,0,61676.76,109556.1996,159.67075732,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
SS,TRANSITION,280,0,0,78238.5,69363.03733,206.6626941,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
SS,UNCERTAIN,14,0,0,3517.44,5746.498926,3.5422110089,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
SS,WOODLANDEDGE,90,0,0,15541.59,35912.29942,18.703503312,0,Group1:                .,Group2: 4 Storeys,No group3,"Group1:                .                               , Group2: 4 Storeys                                                                    , No group3",FC,Scotland
W,BROADLEAF,86,0,0,9121.45,20356.80328,33.011931412,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Wales
W,CONIFER,341,0,0,57518.84,96127.97268,229.25765023,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Wales
W,TRANSITION,287,0,0,49366.84,53205.9204,182.33162024,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Wales
W,UNCERTAIN,5,0,0,807.97,2164.696065,0.4696053933,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Wales
W,WOODLANDEDGE,101,0,0,5608.54,26706.93162,10.85052358,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Wales
NWE,BROADLEAF,9,0,0,2205.41,3444.606627,4.9609642983,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NWE,CONIFER,42,0,0,9980.93,16231.46893,32.477345258,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NWE,TRANSITION,43,0,0,9782.84,10961.47269,28.935350537,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NWE,UNCERTAIN,1,0,,266.48,737.9808316,0.1844856181,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NWE,WOODLANDEDGE,8,0,0,2175.18,5498.273131,0.9595231141,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NEE,BROADLEAF,8,0,0,898.42,1784.541686,1.6084431087,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NEE,CONIFER,109,0,0,22506.37,36372.38492,83.281512455,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NEE,TRANSITION,103,0,0,26542.97,26358.35539,73.898238178,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NEE,UNCERTAIN,6,0,0,441.05,800.0308474,1.9998070204,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NEE,WOODLANDEDGE,29,0,0,4019.09,8699.492374,4.8734628285,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
YHE,BROADLEAF,14,0,0,2449.76,4861.248053,6.3082553008,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
YHE,CONIFER,49,0,0,10771.85,17088.74034,33.775723617,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
YHE,TRANSITION,25,0,0,5856.3,6586.910948,12.75960086,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
YHE,UNCERTAIN,1,0,,37.38,170.6835509,0.3746716458,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
YHE,WOODLANDEDGE,10,0,0,916.77,3888.990564,1.2052971195,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
WME,BROADLEAF,24,0,0,3104.04,5955.778445,12.788205099,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
WME,CONIFER,39,0,0,7596.26,11395.05079,24.557153691,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
WME,TRANSITION,13,0,0,2533.93,3753.24094,5.6174918851,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
WME,UNCERTAIN,1,0,,23.24,120.1941689,0.0008299298,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
WME,WOODLANDEDGE,14,0,0,359.41,3223.291406,1.1939256403,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EME,BROADLEAF,36,0,0,7246.81,10901.0967,23.629440739,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EME,CONIFER,28,0,0,7739.45,12464.43707,15.385253906,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EME,TRANSITION,21,0,0,2454.09,4395.417357,7.399338373,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EME,UNCERTAIN,2,0,0,265.46,600.4532019,0.3129989587,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EME,WOODLANDEDGE,13,0,0,880.55,4105.097124,0.99473985,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SWE,BROADLEAF,73,0,0,10480.39,18674.8197,32.507421237,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SWE,CONIFER,100,0,0,17306.68,27612.90096,54.254144174,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SWE,TRANSITION,42,0,0,5940.67,9520.906658,19.530201549,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SWE,UNCERTAIN,1,0,,101.4,352.5917179,0.7682596155,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SWE,WOODLANDEDGE,38,0,0,1644.26,8707.662374,4.8870325426,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SELE,BROADLEAF,102,0,0,18929.33,27363.42364,65.638909454,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SELE,CONIFER,72,0,0,11624.15,20730.17606,38.819353247,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SELE,TRANSITION,28,0,0,3067.81,4648.536276,11.315065154,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SELE,UNCERTAIN,5,0,0,255.79,480.6548616,1.1161228989,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
SELE,WOODLANDEDGE,37,0,0,4437.1,8859.72242,6.8473780544,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EE,BROADLEAF,30,0,0,3881.41,7091.395979,16.073526453,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EE,CONIFER,67,0,0,14698.96,21931.02699,43.189146452,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EE,TRANSITION,32,0,0,5285.52,6096.970583,19.130751349,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EE,UNCERTAIN,1,0,,292.19,836.3905917,0.0461621521,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
EE,WOODLANDEDGE,17,0,0,1089.25,5124.53194,1.6417297685,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,England
NS,BROADLEAF,20,0,0,2535.99,6419.430154,7.7637844876,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NS,CONIFER,111,0,0,36257.44,67457.42882,72.991522881,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NS,TRANSITION,136,0,0,35861.03,30560.32,100.98691319,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NS,UNCERTAIN,5,0,0,1649.75,3117.217742,1.5062832574,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NS,WOODLANDEDGE,59,0,0,10351.31,22352.87065,10.992867731,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
WS,BROADLEAF,49,0,0,9690.64,20843.34895,22.053789716,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
WS,CONIFER,238,0,0,76837.54,122906.652,165.086629,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
WS,TRANSITION,224,0,0,60801.15,61029.90003,148.55236388,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
WS,UNCERTAIN,26,0,0,9044.84,9531.90709,18.949623483,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
WS,WOODLANDEDGE,104,0,0,23072.18,46005.38403,20.478182869,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NES,BROADLEAF,8,0,0,1103.17,2752.126459,1.8240824034,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NES,CONIFER,141,0,0,39640.58,53586.94976,103.49820578,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NES,TRANSITION,96,0,0,19149.44,24063.9375,57.051641237,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NES,UNCERTAIN,7,0,0,1151.77,1823.86524,0.8168314809,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
NES,WOODLANDEDGE,34,0,0,4089.09,12408.52504,5.9871270096,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
ES,BROADLEAF,13,0,0,1518.18,3554.370996,3.725404969,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
ES,CONIFER,74,0,0,18448.57,30707.90232,53.288429143,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
ES,TRANSITION,43,0,0,9042.66,9425.438608,19.709346744,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
ES,UNCERTAIN,1,0,,548,1093.494797,0.8227184563,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
ES,WOODLANDEDGE,25,0,0,2524.37,8256.083683,5.0540570031,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
SS,BROADLEAF,18,0,0,2857.29,5782.935924,7.4200421281,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
SS,CONIFER,230,0,0,61676.76,109556.1996,159.67075732,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
SS,TRANSITION,280,0,0,78238.5,69363.03733,206.6626941,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
SS,UNCERTAIN,14,0,0,3517.44,5746.498926,3.5422110089,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
SS,WOODLANDEDGE,90,0,0,15541.59,35912.29942,18.703503312,0,Group1:                .,Group2: 5 Storeys,No group3,"Group1:                .                               , Group2: 5 Storeys                                                                    , No group3",FC,Scotland
W,BROADLEAF,86,0,0,9121.45,20356.80328,33.011931412,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Wales
W,CONIFER,341,0,0,57518.84,96127.97268,229.25765023,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Wales
W,TRANSITION,287,0,0,49366.84,53205.9204,182.33162024,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Wales
W,UNCERTAIN,5,0,0,807.97,2164.696065,0.4696053933,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Wales
W,WOODLANDEDGE,101,0,0,5608.54,26706.93162,10.85052358,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Wales
NWE,BROADLEAF,9,0,0,2205.41,3444.606627,4.9609642983,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NWE,CONIFER,42,0,0,9980.93,16231.46893,32.477345258,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NWE,TRANSITION,43,0,0,9782.84,10961.47269,28.935350537,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NWE,UNCERTAIN,1,0,,266.48,737.9808316,0.1844856181,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NWE,WOODLANDEDGE,8,0,0,2175.18,5498.273131,0.9595231141,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NEE,BROADLEAF,8,0,0,898.42,1784.541686,1.6084431087,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NEE,CONIFER,109,0,0,22506.37,36372.38492,83.281512455,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NEE,TRANSITION,103,0,0,26542.97,26358.35539,73.898238178,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NEE,UNCERTAIN,6,0,0,441.05,800.0308474,1.9998070204,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NEE,WOODLANDEDGE,29,0,0,4019.09,8699.492374,4.8734628285,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
YHE,BROADLEAF,14,0,0,2449.76,4861.248053,6.3082553008,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
YHE,CONIFER,49,0,0,10771.85,17088.74034,33.775723617,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
YHE,TRANSITION,25,0,0,5856.3,6586.910948,12.75960086,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
YHE,UNCERTAIN,1,0,,37.38,170.6835509,0.3746716458,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
YHE,WOODLANDEDGE,10,0,0,916.77,3888.990564,1.2052971195,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
WME,BROADLEAF,24,0,0,3104.04,5955.778445,12.788205099,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
WME,CONIFER,39,0,0,7596.26,11395.05079,24.557153691,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
WME,TRANSITION,13,0,0,2533.93,3753.24094,5.6174918851,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
WME,UNCERTAIN,1,0,,23.24,120.1941689,0.0008299298,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
WME,WOODLANDEDGE,14,0,0,359.41,3223.291406,1.1939256403,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EME,BROADLEAF,36,0,0,7246.81,10901.0967,23.629440739,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EME,CONIFER,28,0,0,7739.45,12464.43707,15.385253906,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EME,TRANSITION,21,0,0,2454.09,4395.417357,7.399338373,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EME,UNCERTAIN,2,0,0,265.46,600.4532019,0.3129989587,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EME,WOODLANDEDGE,13,0,0,880.55,4105.097124,0.99473985,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SWE,BROADLEAF,73,0,0,10480.39,18674.8197,32.507421237,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SWE,CONIFER,100,0,0,17306.68,27612.90096,54.254144174,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SWE,TRANSITION,42,0,0,5940.67,9520.906658,19.530201549,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SWE,UNCERTAIN,1,0,,101.4,352.5917179,0.7682596155,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SWE,WOODLANDEDGE,38,0,0,1644.26,8707.662374,4.8870325426,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SELE,BROADLEAF,102,0,0,18929.33,27363.42364,65.638909454,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SELE,CONIFER,72,0,0,11624.15,20730.17606,38.819353247,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SELE,TRANSITION,28,0,0,3067.81,4648.536276,11.315065154,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SELE,UNCERTAIN,5,0,0,255.79,480.6548616,1.1161228989,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
SELE,WOODLANDEDGE,37,0,0,4437.1,8859.72242,6.8473780544,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EE,BROADLEAF,30,0,0,3881.41,7091.395979,16.073526453,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EE,CONIFER,67,0,0,14698.96,21931.02699,43.189146452,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EE,TRANSITION,32,0,0,5285.52,6096.970583,19.130751349,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EE,UNCERTAIN,1,0,,292.19,836.3905917,0.0461621521,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
EE,WOODLANDEDGE,17,0,0,1089.25,5124.53194,1.6417297685,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,England
NS,BROADLEAF,20,0,0,2535.99,6419.430154,7.7637844876,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
NS,CONIFER,111,0,0,36257.44,67457.42882,72.991522881,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
NS,TRANSITION,136,0,0,35861.03,30560.32,100.98691319,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
NS,UNCERTAIN,5,0,0,1649.75,3117.217742,1.5062832574,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
NS,WOODLANDEDGE,59,0,0,10351.31,22352.87065,10.992867731,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
WS,BROADLEAF,49,0,0,9690.64,20843.34895,22.053789716,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
WS,CONIFER,238,0,0,76837.54,122906.652,165.086629,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
WS,TRANSITION,224,0,0,60801.15,61029.90003,148.55236388,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
WS,UNCERTAIN,26,0,0,9044.84,9531.90709,18.949623483,0,Group1:                .,Group2: 6 Storeys,No group3,"Group1:                .                               , Group2: 6 Storeys                                                                    , No group3",FC,Scotland
